#Tax ID;Gene ID;PubMed ID (PMID) list;last update timestamp;GeneRIF text
34;4126706;25803609;20/02/2016 10:11;BacM of Myxococcus xanthus forms an extended beta-sheet structure likely mediated by hydrophobic interactions [BacM]
34;4126706;25998248;30/07/2016 11:20;"Data suggest BtkB exhibits conserved amino acid motifs similar to BtkA; BtkB is activated by autophosphorylation of cytoplasmic catalytic domain; activity is not dependent on autophosphorylation in C-terminal tyrosine. [BtkB, Bruton's tyrosine kinase B]"
34;4126706;26639551;22/10/2016 11:28;EpsW, an orphan and single-domain response regulator (RR), was identified as a potential DifE target first by bioinformatics.[EpsW, DifE]
34;4126706;26851283;06/08/2016 11:58;The type IV pilus assembly ATPase PilB of Myxococcus xanthus interacts with the inner membrane platform protein PilC and the nucleotide-binding protein PilM. [PilB], [PilC], [PilM]
34;4126706;26951374;24/06/2017 12:36;Point mutations at the six Cys residues of the CRD have revealed the contribution of each residue to CorE2 activity. However, importantly, mutation of Cys174 completely shifts the specificity of CorE2 from cadmium to copper, indicating that the Cys arrangement of the CRD determines the metal specificity
34;4126706;27214040;27/05/2017 11:23;Because DmxB can be-at least partially-functionally replaced by a heterologous diguanylate cyclase, these results altogether suggest a model in which a minimum threshold level of c-di-GMP is essential for the successful completion of multicellular development in M. xanthus
34;4126706;27487931;25/11/2017 14:07;Crystal structure of AibC, a reductase involved in alternative de novo isovaleryl coenzyme A biosynthesis in Myxococcus xanthus, has been reported. [AibC]
34;4126706;27621281;15/07/2017 10:17;MXAN_1078 (named pxrR here) was found to positively regulate pxr transcription, presumably via the sigma(54) promoter of pxr.[pxrR]
34;4126706;27990630;13/05/2017 19:38;the bacterial MxSafC exhibits excellent regioselectivity for para as well as for meta methylation, depending on the substrate's characteristics.[MxSafC]
34;4126706;28320967;12/05/2018 11:31;Data show that TraA requires TraB to form an active adhesin for self-recognition. In the absence of TraB, TraA localizes to the cell surface but does not function in cell- binding. TraA contains a predicted sorting motif, MYXO-CTERM, contributing to its cell surface display. TraB, with a beta-barrel and cell wall binding domain, may help anchor TraA to the cell envelop during adhesion and outer membrane exchange. [TraA...
34;4126706;28552618;26/08/2017 11:02;Expression, purification, and characterization of a novel acidic Lipoxygenase (LOX) from Myxococcus xanthus has been reported. [LOX]
34;4126706;29127456;25/08/2018 11:08;Ppk1 catalyzed the transfer of a phosphate group between ADP molecules yielding ATP and AMP, thus exhibiting adenylate kinase activity.[Ppk1]
34;4126706;30181127;21/09/2019 10:23;The level of the transcription factor MrpC correlated with multicellular mound formation and differentiation into spores [MrpC].
34;4126706;30496038;01/06/2019 10:08;Negative HrcA and positive sigma32 regulators coordinate the transcription of duplicate groELs (groEL)
34;4126706;30535229;30/03/2019 10:59;M. xanthus expresses three enzymes, AdkA, AdkB, and Ppk1, with Adk activity, which may function to support energy metabolism of the bacteria in different environmental conditions.
34;4126706;30617244;19/10/2019 11:42;These assays revealed that SinK autophosphorylation and its REC1 domain impact the onset of aggregation and/or the mobility of aggregates, while the REC2 domain impacts sporulation efficiency.[SinK]
34;4126706;30895656;15/02/2020 11:08;C-signaling activates FruA at least ninefold posttranslationally in order to commit a cell to spore formation. [FruA]
34;4126706;30911012;06/04/2019 10:50;A TonB-dependent transporter is required for secretion of protease PopC across the bacterial outer membrane. [TonB], [PopC]
34;4126706;31560685;08/02/2020 10:46;"increases the GTPase activity of MglA by reorientation of key catalytic residues of MglA combined with allosteric regulation of nucleotide exchange by the Ct-helix; regulation essential for cell polarity in motility [MglB, mutual gliding motility B]"
34;4126706;31604315;18/04/2020 12:10;"study discovered the plasmanylethanolamine desaturase activity that is essential for vinyl ether bond formation in a bacterial enzyme, CarF, which is a homolog of the human enzyme TMEM189; CarF mediates light-induced carotenogenesis [CarF]"
34;4126706;31665539;24/10/2020 14:07;Second messengers and divergent HD-GYP phosphodiesterases regulate 3',3'-cGAMP signaling.
34;4126706;31741028;26/09/2020 13:08;Enzymatic Characteristics of a Polyphosphate/ATP-NAD Kinase, PanK, from Myxococcus xanthus.
34;4126706;31757955;07/03/2020 11:08;Data support a model in which MglA-GDP acts as a soluble messenger to convert polar MglA-GTP* into a diffusible MglA-GTP species that re-localizes to the opposite pole during movement reversals.
34;4126706;31860666;07/03/2020 10:30;Results found that FrzB does not interact with FrzW as it lacks the amino acid region responsible for this interaction. FrzB, instead, acts upstream of FrzCD in the regulation of M. xanthus chemotaxis behaviors and activates the Frz pathway allowing the formation and distribution of multiple chemosensory clusters on the nucleoid. [FrzB]
34;4126706;32286293;25/07/2020 10:44;CdbA acts as a nucleoid-associated protein that contributes to chromosome organization and is modulated by Cyclic di-GMP.[CdbA]
34;4126706;32772462;24/07/2021 11:16;Dual specificity of a prokaryotic GTPase-activating protein (GAP) to two small Ras-like GTPases in Myxococcus xanthus.
34;4126706;33493516;04/09/2021 11:42;Structural characterization of Myxococcus xanthus MglC, a component of the polarity control system, and its interactions with its paralog MglB.
41;9909664;22311133;13/04/2013 10:32;[AuaA]asparagine, but not the arginine residue in NRxxDxxxD, is important for the enzyme activity of AuaA
56;5814795;27567992;13/05/2017 17:14;CYP260A1 exhibited an electrocatalytic activity detected by an increase of the reduction current in the presence of dissolved oxygen and upon addition of the substrate (androstenedione) in the air-saturated buffer.
56;5814795;27878817;20/05/2017 10:13;Structural characterization of CYP260A1 from Sorangium cellulosum and its catalytic activity towards a mineralocorticoid has been reported. [CYP260A1]
56;5814795;30045877;06/04/2019 11:40;The results demonstrate the ability of CYP267B1 to perform in-chain hydroxylations of medium-chain saturated fatty acids (decanoic acid, dodecanoic acid and tetradecanoic acid) and a regioselective hydroxylation of flavanone. The fatty acids are mono-hydroxylated at different in-chain positions, with decanoic acid displaying the highest regioselectivity towards omega-3 hydroxylation.
106;10894418;29884622;25/08/2018 11:14;Study characterizes the Tpt1 enzyme from Runella slithyformis as a bona fide NAD+-dependent RNA 2'-phosphotransferase. Its biological activity relies on a conserved histidine and three conserved arginine that were shown to be essential for the in vivo activity of S. cerevisiae Tpt1 and E. coli KptA. [Tpt1]
106;10894418;31160396;06/06/2020 10:14;HD-Pnk is a copper-dependent p-nitrophenylphosphatase.[HD-Pnk]
106;10894418;33880546;18/12/2021 11:11;NMR solution structures of Runella slithyformis RNA 2'-phosphotransferase Tpt1 provide insights into NAD+ binding and specificity.
139;2827859;25486989;06/02/2016 12:27;Thus, the BBK32 fibronectin- and glycosaminoglycan-binding activities are separable in vivo, and BBK32-mediated glycosaminoglycan binding, but not fibronectin binding, contributes to joint colonization.[BBK32]
139;2827859;25560615;16/01/2016 12:12;results suggest that BBA33 interacts with collagenous structures and may function as an adhesin in a process that is required to prevent bacterial clearance [BBA33]
139;2827859;26223367;21/11/2015 11:58;insights into why the number of basic amino acids in the GAG-binding site of DBPA may not be the only factor determining GAG affinity of proteins (decorin binding protein A (DBPA)
139;2827859;26318670;08/10/2016 10:03;Thus, activation of rpoS transcription by BosR somehow involves Arg39.[rpoS, BosR]
139;2827859;26331438;05/11/2016 12:09;BadR directly influences the expression of both rpoS and bosR in Borrelia burgdorferi [Bb]. This newly recognized role for BadR to fine-tune the activation of the RpoN-RpoS pathway at strategic times in Bb's life cycle.[BadR].
139;2827859;26480895;29/10/2016 10:17;HtrA proteases were reversibly inhibited by ZnCl2 at all micro molar concentrations. [HtrA]
139;2827859;26808924;14/05/2016 12:35;we show that the causative agent of Lyme disease, Borrelia burgdorferi, expresses a surface-protein termed BBK32 that targets and inhibits the first component of complement, designated C1
139;2827859;26977110;10/04/2017 11:53;Study demonstrates that phosphorylation of the receiver domain is essential for both functions of Rrp2, the function as a bEBP to activate sigma 54-dependent gene transcription and the function required for cell growth. [Rrp2]
139;2827859;27206578;20/05/2017 14:54;The Borrelia burgdorferi CheY3 response regulator is essential for chemotaxis and completion of its natural infection cycle.[CheY]
139;2827859;28873507;23/06/2018 11:55;These data show that Borrelia burgdorferi OspC inhibits the classical and lectin complement pathways and competes with complement protein C2 for C4b binding.[OspC]
139;2827859;29610317;01/09/2018 11:20;A unique innate immune evasion strategy of B. burgdorferi is orchestrated by the BBA57 surface protein through its modulation of multiple spirochete virulent determinants. Its function is critical for early infection but not for later stages of spirochetal persistence, either in mammals or ticks. The protein influences host IFN responses as well as suppresses multiple host microbicidal activities. BBA57.
139;2827859;29709572;25/05/2019 10:50;Data found that OspA folded through a productive on-pathway folding intermediate, in which the N-terminal domain of the protein was folded into the native structure with the C-terminal domain still unfolded. An overlapping region was shown between the N-terminal and the C-terminal folding units and that this overlapping region plays a critical role in determining the folding behavior of OspA. [OspA]
139;2827859;29921537;02/02/2019 11:45;The finding of OppA4 involved in regulation of the Rrp2-RpoN-RpoS pathway further reinforces the importance of nutritional virulence to the enzootic cycle of B. burgdorferi [OppA4].
139;2827859;30181123;21/09/2019 10:23;c-di-GMP-bound PlzA functions as a positive regulator, whereas ligand-free PlzA acts as a negative regulator for glp expression [PlzA].
139;2827859;30580501;03/08/2019 12:32;The authors show that antigenic variation of VlsE in B31 and JD1 is highly similar, despite the lack of 17 bp direct repeats in JD1, a somewhat different arrangement of the silent cassettes, divergent inverted repeat sequences and general divergence in the vls sequences.[VlsE]
139;2827859;30883947;15/02/2020 11:05;Biochemical and genetic studies reveal that HtrA, a serine protease of B. burgdorferi, controls FlaB protein turnover [HtrA].
139;2827859;31240776;23/05/2020 11:51;BpuR bound to sodA mRNA in live B. burgdorferi, and a specific BpuR-binding site was mapped 5' of the sodA open reading frame. [BpuR]
139;2827859;31613726;09/01/2021 13:26;Molecular Interactions During Borrelia burgdorferi Migration from the Vector to the Mammalian Nervous System.
139;2827859;31772280;21/11/2020 13:20;Membrane directed expression in Escherichia coli of BBA57 and other virulence factors from the Lyme disease agent Borrelia burgdorferi.
139;2827859;31955462;17/04/2021 13:37;The Lon-2 protease of Borrelia burgdorferi is critical for infection in the mammalian host.
139;2827859;32719448;12/12/2020 13:23;Borrelia burgdorferi spatiotemporal regulation of transcriptional regulator bosR and decorin binding protein during murine infection.
139;2827859;32928963;22/05/2021 12:47;The BB0345 Hypothetical Protein of Borrelia burgdorferi Is Essential for Mammalian Infection.
139;2827859;32936070;10/07/2021 11:15;BBB07 contributes to, but is not essential for, Borrelia burgdorferi infection in mice.
139;2827859;32949018;11/09/2021 11:33;Solution NMR structure of Borrelia burgdorferi outer surface lipoprotein BBP28, a member of the mlp protein family.
139;2827859;34759015;04/12/2021 11:45;A Structural Basis for Inhibition of the Complement Initiator Protease C1r by Lyme Disease Spirochetes.
139;2827859;35605029;02/07/2022 11:19;VlsE, the nexus for antigenic variation of the Lyme disease spirochete, also mediates early bacterial attachment to the host microvasculature under shear force.
139;13917590;23692497;01/03/2014 11:36;These results indicate that OspC can substitute for VlsE when antigenic variation is unnecessary, but that these two abundant lipoproteins are optimized for their related but specific roles during early and persistent mammalian infection.
139;13917590;23962611;12/07/2014 10:45;The dominant ospC types associated with B. burgdorferi canine infections differed from those associated with human infection, indicating a relationship between ospC sequence and preferred host range.
139;13917590;26438793;20/02/2016 10:23;OspC is an antiphagocytic factor that protects Borrelia burgdorferi from phagocytosis by macrophages.
139;13917590;26953324;20/05/2017 14:00;Here the authors show that the related, tick-specific protein OspB can fully substitute for OspA, whereas the unrelated, mammal-specific protein OspC cannot.
139;13917590;28142214;22/07/2017 12:35;Epitope mapping of Borrelia burgdorferi OspC protein in homodimeric fold.
139;13917590;29921537;02/02/2019 11:45;We showed that increased ospC expression in the oppA4 mutant was due to an increased rpoS expression.
139;46847390;31240776;23/05/2020 11:51;BpuR bound to sodA mRNA in live B. burgdorferi, and a specific BpuR-binding site was mapped 5' of the sodA open reading frame.
140;16191004;24866803;13/09/2014 12:12;Deletion of fhbA abolished complement factor H binding and eliminated cleavage of C3b on the cell surface, however, the YORDeltafhbA strain remained infectious in mice and retained resistance to killing in vitro by human complement.
154;9777782;25625648;16/01/2016 11:59;Ion channel gating mechanism of a bacterial, cyclic AMP activated, potassium channel. [SthK]
154;9777782;26868291;29/04/2017 10:06;Spirochaeta thermophila secretes seven glycoside hydrolases for plant biomass degradation that carry a carbohydrate-binding module 64 (CBM64) appended at the C-terminus. Presented is the first crystal structure of a CBM64 at 1.2 A resolution. [glycoside hydrolase]
154;9777782;28179427;24/06/2017 10:08;The structure of S. thermophila StCBM64C revealed an untwisted, flat, carbohydrate-binding interface comprising the side chains of four tryptophan residues in a co-planar linear arrangement. Significantly, two highly conserved asparagine side chains, each one located between two tryptophan residues, are critical to insoluble and soluble glucan recognition but not to bind xyloglucan. [StCBM64C]
154;9777782;30028291;16/03/2019 10:23;The similarity between apo and ligand-bound structures indicates that ligand-binding domains are strongly coupled to pore and SthK gates in an allosteric, concerted fashion. The different orientations of cAMP and cGMP in the 'resting' and 'activated' structures suggest a mechanism for ligand discrimination.[SthK]
154;9777782;33328472;16/01/2021 16:01;Prolyl isomerization controls activation kinetics of a cyclic nucleotide-gated ion channel.
158;2827861;15664975;21/01/2010 0:00;Strains with mutations in either the prcA-prtP or the msp region showed altered expression of the other locus.  (msp = major outer sheath protein)
158;2827861;17101650;21/01/2010 0:00;The gene encoding the Treponema denticola factor H-like protein 1 (FHL-1) binding protein, FhbB, was recovered and characterized [FhbB]
158;2827861;17868382;21/01/2010 0:00;Msp inhibits the polarized accumulation of activated Rac and PI3-kinase products upon exposure to formyl-methionyl-leucyl-phenylalanine (fMLP).  [major outer sheath protein (Msp)]
158;2827861;19054094;21/01/2010 0:00;These data suggest that major outer sheath protein (MSP) acts as an adhesin during the coaggregation process of T. denticola with P. gingivalis and F. nucleatum through its protein and carbohydrate moieties, respectively. [MSP]
158;2827861;19204088;21/01/2010 0:00;In this study we demonstrated with a pull-down assay that purified full-length recombinant lipoprotein FhbB (lacking the leader peptide) binds exclusively to FH and not to FHL-1(factor H-like protein 1). [FhbB]
158;2827861;20618698;23/10/2010 11:04;Hpk2 and Rrp2 constitute a functional two-component system that contributes to environmental sensing [Hpk2, Rrp2]
158;2827861;20635859;16/07/2011 10:23;dentipain contributes to the virulence of T. denticola [dentipain]
158;2827861;21636910;20/08/2011 10:49;FhbB crystals diffracted to 1.8 A resolution and belonged to space group P4(3)2(1)2 or P4(1)2(1)2, with unit-cell parameters a = b = 46.76, c = 167.68 A[FhbB]
158;2827861;22184422;14/04/2012 10:29;In contrast, a deficiency of the Treponema denticola major outer sheath protein increased resistance to LL-37.[major outer sheath protein]
158;2827861;22371503;24/11/2012 11:18;"structure of the FH-binding protein, FhbB, was solved to 1.7 A resolution; study provides significant new insight into the molecular basis of FH/FhbB interaction and advances our understanding of the role that T. denticola plays in the development and progression of periodontal disease.[FHBB]"
158;2827861;29498487;22/12/2018 10:57;FhbB is a multi-functional protein that may contribute to virulence through several mechanisms including immune evasion, manipulation of the host immune response, adherence or tissue invasion.[Treponema denticola]
158;2827861;29986942;21/09/2019 12:24;Specific amino acid substitutions in Hpk2 affected autophosphorylation, phosphotransfer, oligomerization, and hemin binding [Hpk2].
158;2827861;30001173;20/04/2019 12:03;autoreactive anti-ENO1 (alpha-enolase)/mEno1 antibodies that are produced as byproducts during the antibody response to TdEno play a minimal role in the progression of periodontitis in the absence of rheumatoid arthritis [alpha-enolase].
158;2827861;30373754;28/09/2019 10:18;The data presented here are consistent with a model of Msp as a large-diameter beta-barrel porin.[Msp]
158;2827861;32603680;12/06/2021 12:55;Multiple enzymes can make hydrogen sulfide from cysteine in Treponema denticola.
158;2827861;34419758;15/01/2022 11:15;Periodontitis and peri-implantitis tissue levels of Treponema denticola-CTLP and its MMP-8 activating ability.
160;2827863;25287511;29/08/2015 10:41;"The structure of the TP0435 (Tp17) lipoprotein is characterized by an eight-stranded beta-barrel protein with a shallow ""basin"" at one end of the barrel and an alpha-helix stacked on the opposite end. [Tp17]"
160;2827863;25944861;30/01/2016 10:29;"study to elucidate role of the active center of Ftp_Tp in Mg2+-dependent FAD hydrolysis and in potential FMN transferase activities; findings imply mechanisms by which a dynamic pool of flavin cofactor is maintained and how flavoproteins are generated by Ftp_Tp locally in the periplasm [flavin-trafficking protein]"
160;2827863;28484210;22/12/2018 11:55;Tp0751 can function as a vascular adhesin.[Tp0751]
160;2827863;29318719;19/01/2019 12:08;Crystal stuctures of MglB-2 reveals glucose-induced conformational changes.[MglB-2]
160;2827863;31071095;26/10/2019 11:43;Tp0136 interaction with host fibronectin receptor plays an important role in spirochetal attachment to mammalian cells. [Tp0136]
160;2827863;31075255;20/06/2020 10:31;Tp47 promotes the migration and adherence of THP-1cells to human dermal vascular smooth muscle cells by inducing MCP-1 and ICAM-1 expression (Tp47)
160;2827863;32238570;20/03/2021 13:29;Identification of the Neuroinvasive Pathogen Host Target, LamR, as an Endothelial Receptor for the Treponema pallidum Adhesin Tp0751.
160;2827863;32936831;24/10/2020 14:12;Evidence that immunization with TP0751, a bipartite Treponema pallidum lipoprotein with an intrinsically disordered region and lipocalin fold, fails to protect in the rabbit model of experimental syphilis.
160;2827863;32950474;13/03/2021 13:20;Tp0136 targets fibronectin (RGD)/Integrin beta1 interactions promoting human microvascular endothelial cell migration.
160;2827863;32963009;24/07/2021 11:17;Biophysical and Biochemical Characterization of TP0037, a d-Lactate Dehydrogenase, Supports an Acetogenic Energy Conservation Pathway in Treponema pallidum.
160;2827863;33109767;24/07/2021 11:11;Estimation of Full-Length TprK Diversity in Treponema pallidum subsp. pallidum.
160;2827863;34670182;25/12/2021 11:11;Full-length TprK of Treponema pallidum subsp. pallidum in lipid nanodiscs is a monomeric porin.
160;2827863;35358795;11/06/2022 11:05;Treponema pallidum Tp0751 alters the expression of tight junction proteins by promoting bEnd3 cell apoptosis and IL-6 secretion.
160;2827863;36373343;24/02/2023 20:33;Treponema pallidum membrane protein Tp47 promotes angiogenesis through ROS-induced autophagy.
160;2827863;36379372;17/12/2022 11:38;Treponema pallidum FlaA2 inducing the release of pro-inflammatory cytokines is mediated via TLR2 in keratinocytes.
160;2827863;36480422;28/01/2023 12:13;Treponema pallidum lipoprotein Tp0768 promotes the migration and adhesion of THP-1 cells to vascular endothelial cells through stress of the endoplasmic reticulum and the NF-kappaB/HIF-1alpha pathway.
172;6240085;33846343;24/04/2021 13:16;Activation mechanism of a small prototypic Rec-GGDEF diguanylate cyclase.
172;6240085;34657338;29/01/2022 11:08;Role of the major determinant of polar flagellation FlhG in the endoflagella-containing spirochete Leptospira.
173;2827865;26449456;06/02/2016 10:30;Solution structure of leptospiral immunoglobulin-like protein A (LigA4 Big domain) has been presented. [LigA]
173;2827865;26517116;02/04/2016 11:29;The interaction between C4BP and Leptospira interrogans LcpA, LigA and LigB is sensitive to ionic strength and inhibited by heparin.[LigA, LigB]
173;2827865;26588685;28/06/2016 10:27;Unlike the DNA vaccine, the administration of recombinant OmpL37 induced a strong IgG antibody response. When individually administrated, both formulations stimulated a TNF-a mediated inflammatory response
173;2827865;27622634;24/06/2017 12:27;LigB bound to factor XIII and further interfered with the cross-linking of fibrinogen [LigB]
173;2827865;27989763;25/03/2017 10:44;Leptospira enolase also acts as an immune evasion protein by interacting with the negative complement regulators C4b binding protein and factor H.Enolase may facilitate leptospiral survival and dissemination, thus contributing to bacterial virulence [Enolase].
173;2827865;27996041;14/07/2018 10:10;Lsa21 is a potent TLR2 and TLR4 agonist that induces strong innate response and may play important role in Leptospira pathogenesis [Lsa21]
173;2827865;28291747;02/12/2017 11:42;Crystallization of FcpA from Leptospira, a novel flagellar protein that is essential for pathogenesis. [FcpA]
173;2827865;28601495;29/07/2017 10:50;The full-length Lcd1 and its N-terminal cGMP-specific phosphodiesterases, adenylyl cyclases, and FhlA (GAF) domain form dimers in solution.[Lcd1]
173;2827865;29235397;22/09/2018 10:11;By leptospiral outer membrane protein extraction and fractionation, the authors identified the proteins LipL21 and LipL45 as myeloperoxidase inhibitors, constituting new Leptospira virulence factors.[LipL21]
173;2827865;29634754;28/07/2018 11:01;FcpA together with FlaA2, produces coiling of periplasmic flagella of Leptospira, and the interaction between the sheath and core filament may be mediated by FcpA and FlaB1 [FlaA2, FcpA, FlaB2]
173;2827865;29670056;22/09/2018 11:13;ClpB can support the virulence of L.interrogans by protecting the conformational integrity and catalytic activity of multiple metabolic enzymes, thus maintaining energy homeostasis in pathogen cells.[ClpB]
173;2827865;30638770;15/06/2019 13:01;The authors tentatively assign the coding sequence (CDS) LIC13259, previously annotated as unknown function, as a novel protein that may play an important role in the host's invasion and immune evasion processes, contributing to the establishment of the leptospiral infection.[LIC13259]
173;2827865;30713004;24/10/2020 13:54;Identification of a novel protein in the genome sequences of Leptospira interrogans with the ability to interact with host's components.
173;2827865;32247916;21/11/2020 13:14;The Leptospira interrogans LIC10774 is a multifunctional surface protein that binds calcium and interacts with host components.
173;2827865;35074418;05/03/2022 11:04;Assembly of Cas7 subunits of Leptospira on the mature crRNA of CRISPR-Cas I-B is modulated by divalent ions.
192;13160983;25557370;19/12/2015 10:43;propose that the GlnB protein acts as a 2-oxoglutarate-sensitive dissociable regulatory subunit of acetyl-CoA carboxylase enzyme [GlnB]
192;13160983;26708984;17/12/2016 10:46;The cdgA gene encoding diguanylate cyclase A (CdgA) is involved in biofilm formation and exopolysaccharide (EPS) production in Azospirillum brasilense Sp7.[cdgA]
192;13160983;26769130;05/11/2016 10:20;Ferritin is dominant iron-bearing protein in Azospirillum brasilense. [ferritin]
192;13160983;27393999;08/04/2017 10:48;The authors show that mutations in either flmA or flmB genes of Azospirillum brasilense resulted in non-motile cells due to alterations in the polar flagellum assembly. Moreover, these mutations also affected the capability of Azospirillum brasilense cells to adsorb to maize roots and to produce LPS and EPS.[flmA, flmB]
192;13160983;27557935;12/08/2017 10:25;AhpC is regulated negatively by OxyR1 and positively by RpoE2. [AhpC, OxyR1, RpoE2]
192;13160983;28812258;18/08/2018 10:48;FlhB1 gene is essential for correct assembly of both constitutive polar flagellum and inducible lateral flagella.[FlhB1]
192;13160983;30688544;03/08/2019 13:11;[dctP] Inactivation of dctP in A. brasilense led to a drastic reduction in its ability to grow on dicarboxylates and form cell aggregates
192;13160983;32591387;21/11/2020 13:34;Engineering a Carotenoid-Overproducing Strain of Azospirillum brasilense for Heterologous Production of Geraniol and Amorphadiene.
192;13160983;32828286;27/02/2021 13:45;Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP().
192;13160983;34461275;01/01/2022 11:11;Role of a fasciclin domain protein in photooxidative stress and flocculation in Azospirillum brasilense Sp7.
192;36108988;30217849;05/10/2019 12:33;RpoH sigma factors and OxyR in regulating the expression of multiple catalases in A. brasilense.
192;36109704;30217849;05/10/2019 12:33;RpoH sigma factors and OxyR in regulating the expression of multiple catalases in A. brasilense.
192;36110895;30688544;03/08/2019 13:11;Inactivation of dctA, however, showed a marginal reduction in growth and flocculation
192;36110937;30217849;05/10/2019 12:33;RpoH sigma factors and OxyR in regulating the expression of multiple catalases in A. brasilense.
192;36112633;30217849;05/10/2019 12:33;RpoH sigma factors and OxyR in regulating the expression of multiple catalases in A. brasilense.
192;56448463;34076164;12/06/2021 12:59;Characterization of glutamine synthetase from the ammonium-excreting strain HM053 of Azospirillum brasilense.
192;56452344;32979295;15/05/2021 13:34;Day and blue light modify growth, cell physiology and indole-3-acetic acid production of Azospirillum brasilense Az39 under planktonic growth conditions.
195;3204980;17510271;21/01/2010 0:00;In C. jejuni, tet(O) was plasmid-encoded in 54 % of tetracycline-resistant isolates, whereas in C. coli, tet(O) appeared to be located on the chromosome.
195;3293152;27910897;02/06/2018 10:43;"All rod-shaped Campylobacter jejuni transposons mutants and all rod-shaped laboratory, clinical and environmental Campylobacter jejuni and Campylobacter coli contained genetic changes within the pgp1 or pgp2 genes, which encode peptidoglycan modifying enzymes. [pgp1]; [pgp2]"
195;3293152;30692173;14/12/2019 11:43;Here the authors show that CstIV and CstV are involved in Campylobacter coli lipooligosaccharide biosynthesis. In particular, cstV is associated with lipooligosaccharide sialylation, while cstIV is linked to the addition of a diacetylated nonulosonic acid residue.[CstIV, CstV]
195;3293152;32605743;20/03/2021 13:28;Detection of the enterococcal oxazolidinone/phenicol resistance gene optrA in Campylobacter coli.
195;3293152;33980673;30/10/2021 11:20;Coexistence of optrA and fexA in Campylobacter.
197;3979052;16367742;21/01/2010 0:00;detailed comparison of the quinol:fumarate reductase enzymes from C. jejuni and H. pylori with that of W. succinogenes [QFR]
197;3979052;16618123;21/01/2010 0:00;in vitro characterization of PglC as a bacillosamine 1-phosphoryl transferase provides direct evidence for the early steps in the C. jejuni N-linked glycosylation pathway [PglC]
197;3979052;16728396;21/01/2010 0:00;analysis of PseG of pseudaminic acid biosynthesis [PseG]
197;3979052;17166222;21/01/2010 0:00;results showed that the point mutation was responsible, via a lack of binding of the CmeR repressor, for increased expression of the CmeABC efflux pump and consecutive multidrug resistance [CmeR]
197;3979052;17510271;21/01/2010 0:00;In C. jejuni, tet(O) was plasmid-encoded in 54 % of tetracycline-resistant isolates, whereas in C. coli, tet(O) appeared to be located on the chromosome.[tet(O)protein]
197;3979052;17631632;21/01/2010 0:00;Analyses of transformation frequencies and glycosylation statuses of N-glycosylated proteins indicated partial suppression of pglF by pseC.[ pglF, pseC]
197;3979052;17686491;21/01/2010 0:00;The crystal structure of CmeR to 2.2 A resolution, revealed a dimeric two-domain molecule with an entirely helical architecture similar to members of the TetR family of transcriptional regulators.[CmerR]
197;3979052;17766267;21/01/2010 0:00;beta 1,3-galactosyltransferase CgtB variants from the bacterium Campylobacter jejuni have distinct acceptor specificities [CgtB]
197;3979052;17827292;21/01/2010 0:00;The C. jejuni ppk1 mutant was also defective for the virulence-associated phenotype of intraepithelial cell survival in a tissue culture infection model and exhibited a striking, dose-dependent chick colonization defect [polyphosphate kinase 1]
